98300814,HCPR SUBSEQUENT HOSPITAL CARE LOW,$154.00 
98300813,HCPR INITIAL HOSPITAL CARE HIGH,$799.00 
98300812,HCPR INITIAL HOSPITAL CARE MOD,$539.00 
98300811,HCPR INITIAL HOSPITAL CARE LOW,$398.00 
98300807,HCPR TECH COUNTER E/M HOME VISIT - EST MOD 40 MIN,$509.00 
98300805,HCPR BEHAV ASSMT W/SCORE & DOCD/STAND INSTRUMENT,$24.00 
98300801,HCPR ADVANCE CARE PLANNING EA ADDL 30 MINS,$283.00 
98300800,HCPR ADVANCE CARE PLANNING FIRST 30 MINS,$302.00 
98300798,HCPR CMPLX CHRON CARE MGMT W/O PT VST 1ST HR PER MO,$221.00 
98300795,HCPR ARTHROCENTESIS ASPIR&/INJ MAJOR JT/BURSA W/O US,$197.00 
98300793,HCPR ARTHROCENTESIS ASPIR&/INJ INTERM JT/BURS W/O US,$191.00 
98300791,HCPR ARTHROCENTESIS ASPIR&/INJ SMALL JT/BURSA W/O US,$160.00 
98300786,HCPR MEDICAL SERVICES EVE/WKEND/HOLIDAY,$94.00 
98300657,HCPR HYSTEROSCOPY REMOVAL IMPACTED FOREIGN BODY,"$1,106.00 "
98300646,HCPR TOBACCO USE CESSATION INTENSIVE >10 MINUTES,$101.00 
98300639,HCPR CONSULT - LEVEL 5 VISIT,$748.00 
98300638,HCPR CONSULT - LEVEL 4 VISIT,$605.00 
98300637,HCPR CONSULT - LEVEL 3 VISIT,$376.00 
98300636,HCPR CONSULT - LEVEL 2 VISIT,$269.00 
98300635,HCPR CONSULT - LEVEL 1 VISIT,$128.00 
98300630,HCPR SMOKING CESS COUN INTER >3MIN,$49.00 
98300626,HCPR REMOVE/INSERT DRUG IMPLANT,$699.00 
98300625,HCPR REMOVE DRUG IMPLANT DEVICE,$400.00 
98300616,HCPR BWH INTERPRETATION OF OUTSIDE FILMS,$265.00 
98300615,HCPR MGH PULSED RADIOFREQ ABLATION PAIN,$929.00 
98300600,HCPR TRANS CARE MGMT 7 DAY DISCH,$737.00 
98300599,HCPR TRANS CARE MGMT 14 DAY DISCH,$502.00 
98300592,HCPR COMPLETED EPSDT,$27.00 
98300591,HCPR OBTAINING SCREEN PAP SMEAR,$78.00 
98300589,HCPR INITIAL PREVENTIVE EXAM,$503.00 
98300588,HCPR TRIM NAIL(S),$30.00 
98300587,HCPR PROSTATE CA SCREENING; DRE,$82.00 
98300586,HCPR CA SCREEN;PELVIC/BREAST EXAM,$135.00 
98300585,HCPR PERIODIC PREVENTIVE MED EST PATIENT 1-4YRS,$303.00 
98300568,HCPR ARTHROCENTESIS ASPIR&/INJECTION MAJOR JT/BURSA,$197.00 
98300548,HCPR PREVENT MED COUNSEL&/RISK FACTOR REDJ SPX 60 MIN,$393.00 
98300547,HCPR PREVENT MED COUNSEL&/RISK FACTOR REDJ SPX 45 M,$294.00 
98300546,HCPR PREVENT MED COUNSEL&/RISK FACTOR REDJ SPX 30 M,$198.00 
98300545,HCPR PREVENT MED COUNSEL&/RISK FACTOR REDJ SPX 15 M,$96.00 
98300544,HCPR PERIODIC PREVENTIVE MED EST PATIENT 65YRS& OLDER,$403.00 
98300543,HCPR PERIODIC PREVENTIVE MED EST PATIENT 40-64YRS,$382.00 
98300542,HCPR PERIODIC PREVENTIVE MED EST PATIENT 18-39 YRS,$351.00 
98300541,HCPR PERIODIC PREVENTIVE MED EST PATIENT 12-17YRS,$342.00 
98300540,HCPR PERIODIC PREVENTIVE MED EST PATIENT 5-11YRS,$303.00 
98300539,HCPR PERIODIC PREVENTIVE MED ESTABLISHED PATIENT <1Y,$276.00 
98300538,HCPR INITIAL PREVENTIVE MEDICINE NEW PATIENT 65YRS&>,$503.00 
98300537,HCPR INITIAL PREVENTIVE MEDICINE NEW PATIENT 40-64YRS,$470.00 
98300536,HCPR INITIAL PREVENTIVE MEDICINE NEW PT AGE 18-39YRS,$386.00 
98300535,HCPR INITIAL PREVENTIVE MEDICINE NEW PT AGE 12-17 YR,$403.00 
98300534,HCPR INITIAL PREVENTIVE MEDICINE NEW PT AGE 5-11 YRS,$342.00 
98300533,HCPR INITIAL PREVENTIVE MEDICINE NEW PT AGE 1-4 YRS,$321.00 
98300532,HCPR INITIAL PREVENTIVE MEDICINE NEW PATIENT <1YEAR,$303.00 
98300530,HCPR PROLNG SVC OFFICE O/P DIR CONTACT 1ST HR,$481.00 
98300529,HCPR CONSULT - NEW PT - LEVEL 5 VISIT,$748.00 
98300528,HCPR CONSULT - NEW PT - LEVEL 4 VISIT,$605.00 
98300527,HCPR OFFICE CONSULTATION NEW PATIENT 40 MIN,$376.00 
98300526,HCPR CONSULT - NEW PT - LEVEL 2 VISIT,$269.00 
98300525,HCPR CONSULT - NEW PT - LEVEL 1 VISIT,$128.00 
98300524,HCPR ESTAB PT- LEVEL 5 VISIT,$438.00 
98300523,HCPR ESTAB PT- LEVEL 4 VISIT,$310.00 
98300522,HCPR ESTAB PT- LEVEL 3 VISIT,$201.00 
98300521,HCPR ESTAB PT- LEVEL 2 VISIT,$100.00 
98300520,HCPR OFFICE OUTPATIENT EST LEVEL 1,$36.00 
98300519,HCPR NEW PT - LEVEL 5 VISIT,$687.00 
98300518,HCPR NEW PT - LEVEL 4 VISIT,$527.00 
98300517,HCPR NEW PT - LEVEL 3 VISIT,$312.00 
98300516,HCPR OFFICE OUTPATIENT NEW 20 MINUTES,$205.00 
98300515,HCPR OFFICE OUTPATIENT NEW 10 MINUTES,$109.00 
98300513,HCPR SCREENING TEST VISUAL ACUITY QUANTITATIVE BILAT,$13.00 
98300509,HCPR DEBRIDEMENT OPEN WOUND 20 SQ CM/<,$139.00 
98300506,HCPR DEVELOPMENTAL TESTING W/INTERP & REPORT,$491.00 
98300505,HCPR DEVELOPMENTAL SCREEN W/SCORING & DOC STD INSTRM,$41.00 
98300496,HCPR SPMTRY W/VC EXPIRATORY FLO W/WO MXML VOL VNTJ,$33.00 
98300485,HCPR RMVL IMPACTED CERUMEN SPX UNILATERAL,$130.00 
98300484,HCPR RMVL FB XTRNL AUDITORY CANAL W/O ANES,$225.00 
98300447,HCPR INJECTION ANES OTHER PERIPHERAL NERVE/BRANCH,$275.00 
98300407,HCPR HYSTEROSCOPY BX ENDOMETRIUM&/POLYPC W/WO D&C,"$1,508.00 "
98300406,HCPR HYSTEROSCOPY DIAGNOSTIC SEPARATE PROCEDURE,$873.00 
98300405,HCPR REMOVAL INTRAUTERINE DEVICE IUD,$267.00 
98300404,HCPR INSERTION INTRAUTERINE DEVICE IUD,$212.00 
98300402,HCPR ENDOMETRIAL BX W/WO ENDOCERVIX BX W/O DILAT SPX,$349.00 
98300401,HCPR DILATION CERVICAL CANAL INSTRUMENTAL SPX,$294.00 
98300397,HCPR ENDOCERVICAL CURETTAGE W/DILATION & CURETTAGE,$377.00 
98300396,HCPR BIOPSY CERVIX SINGLE/MULT/EXCISION OF LESION SPX,$511.00 
98300395,HCPR COLPOSCOPY CERVIX VAG ELTRD CONIZATION CERVIX,"$1,283.00 "
98300394,HCPR COLPOSCOPY CERVIX VAG LOOP ELTRD BX CERVIX,"$1,160.00 "
98300393,HCPR COLPOSCOPY CERVIX ENDOCERVICAL CURETTAGE,$410.00 
98300392,HCPR COLPOSCOPY CERVIX UPPR/ADJCNT VAGINA W/CERVIX BX,$441.00 
98300391,HCPR COLPOSCOPY CERVIX BX CERVIX & ENDOCRV CURRETAGE,$543.00 
98300390,HCPR COLPOSCOPY CERVIX UPPER/ADJACENT VAGINA,$370.00 
98300389,HCPR COLPOSCOPY ENTIRE VAGINA W/VAGINA/CERVIX BX,$493.00 
98300385,HCPR FIT&INSJ PESSARY/OTH INTRAVAGINAL SUPPORT DEVI,$186.00 
98300383,HCPR EXCISION VAGINAL CYST/TUMOR,$826.00 
98300381,HCPR BIOPSY VAGINAL MUCOSA SIMPLE,$267.00 
98300380,HCPR DESTRUCTION VAGINAL LESIONS SIMPLE,$400.00 
98300376,HCPR BIOPSY VULVA/PERINEUM EACH ADDL LESION,$221.00 
98300375,HCPR BIOPSY VULVA/PERINEUM 1 LESION SPX,$281.00 
98300373,HCPR DESTRUCTION LESIONS VULVA SIMPLE,$468.00 
98300372,HCPR MARSUPIALIZATION BARTHOLINS GLAND CYST,$731.00 
98300371,HCPR I&D OF BARTHOLINS GLAND ABSCESS,$366.00 
98300370,HCPR I&D VULVA/PERINEAL ABSCESS,$728.00 
98300355,HCPR INSJ TEMP NDWELLG BLADDER CATHETER SIMPLE,$345.00 
98300354,HCPR INSJ NON-NDWELLG BLADDER CATHETER,$268.00 
98300342,HCPR ANOSCOPY DX W/WO COLLJ SPEC BR/WA SPX,$331.00 
98300327,HCPR BIOPSY PALATE UVULA,$456.00 
98300325,HCPR BIOPSY TONGUE POSTERIOR ONE-THIRD,$465.00 
98300324,HCPR BIOPSY TONGUE ANTERIOR TWO-THIRDS,$447.00 
98300323,HCPR BIOPSY VESTIBULE MOUTH,$462.00 
98300322,HCPR BIOPSY OF LIP,$298.00 
98300290,HCPR CONTROL NASAL HEMORRHAGE ANTERIOR SIMPLE,$224.00 
98300282,HCPR STRAPPING ANKLE &/FOOT,$98.00 
98300273,HCPR APPLICATION SHORT ARM SPLINT FOREARM-HAND STATIC,$162.00 
98300254,HCPR REMOVAL FOREIGN BODY FOOT SUBCUTANEOUS,$733.00 
98300208,HCPR DRAINAGE FINGER ABSCESS SIMPLE,$565.00 
98300196,HCPR CLTX RDL HEAD SUBLXTJ CHLD NURSEMAID ELBW W/MANJ,$391.00 
98300153,HCPR ARTHROCENTESIS ASPIR&/INJECTION INTERM JT/BURS W/O US,$191.00 
98300150,HCPR INJECTION SINGLE/MLT TRIGGER POINT 1/2 MUSCLES,$153.00 
98300149,HCPR INJECTION SINGLE TENDON ORIGIN/INSERTION,$171.00 
98300148,HCPR INJECTION 1 TENDON SHEATH/LIGAMENT APONEUROSIS,$183.00 
98300120,HCPR CHEMICAL CAUTERIZATION GRANULATION TISSUE,$151.00 
98300118,HCPR DESTRUCTION BENIGN LESIONS UP TO 14,$292.00 
98300117,HCPR DESTRUCTION PREMALIGNANT LESION 15/>,$489.00 
98300116,HCPR DESTRUCTION PREMALIGNANT LESION 2-14 EA,$33.00 
98300115,HCPR DESTRUCTION PREMALIGNANT LESION 1ST,$220.00 
98300112,HCPR DRS&/DBRDMT PRTL-THKNS BURNS 1ST/SBSQ SMALL,$222.00 
98300106,HCPR REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.5 CM/<,$703.00 
98300098,HCPR TX SUPERFICIAL WOUND DEHISCENCE SIMPLE CLOSURE,$767.00 
98300092,HCPR SIMPLE REPAIR F/E/E/N/L/M 2.5CM/<,$371.00 
98300085,HCPR INSJ NON-BIODEGRADABLE DRUG DELIVERY IMPLANT,$330.00 
98300084,HCPR REMOVAL IMPLANTABLE CONTRACEPTIVE CAPSULES,$374.00 
98300082,HCPR INJECTION INTRALESIONAL >7 LESIONS,$196.00 
98300081,HCPR INJECTION INTRALESIONAL UP TO & INCLUD 7 LESIONS,$126.00 
98300077,HCPR EXCISION NAIL MATRIX PERMANENT REMOVAL,$674.00 
98300076,HCPR EVACUATION SUBUNGUAL HEMATOMA,$135.00 
98300075,HCPR AVULSION NAIL PLATE PARTIAL/COMP SIMPLE EA ADDL,$81.00 
98300074,HCPR AVULSION NAIL PLATE PARTIAL/COMPLETE SIMPLE 1,$222.00 
98300073,HCPR DEBRIDEMENT NAIL ANY METHOD 6/>,$98.00 
98300072,HCPR DEBRIDEMENT NAIL ANY METHOD 1-5,$58.00 
98300071,HCPR TRIMMING NONDYSTROPHIC NAILS ANY NUMBER,$30.00 
98300049,HCPR EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 1.1-2.0CM,$597.00 
98300042,HCPR EXC B9 LES MRGN XCP SK TG S/N/H/F/G 0.6-1.0CM,$451.00 
98300041,HCPR EXC B9 LES MRGN XCP SK TG S/N/H/F/G 0.5 CM/<,$337.00 
98300037,HCPR EXC B9 LES MRGN XCP SK TG T/A/L 1.1-2.0 CM,$467.00 
98300034,HCPR SHAVING SKIN LESION 1 F/E/E/N/L/M DIAM >2.0 CM,$405.00 
98300031,HCPR SHAVING SKIN LESION 1 F/E/E/N/L/M DIAM 0.5 CM/<,$192.00 
98300023,HCPR SHAVING SKIN LES 1 TRUNK/ARM/LEG DIAM 0.5CM/<,$143.00 
98300022,HCPR REMOVAL SK TGS MLT FIBRQ TAGS ANY AREA EA 10,$76.00 
98300021,HCPR REMOVAL SKN TAGS MLT FIBRQ TAGS ANY AREA UPW/15,$306.00 
98300020,HCPR BIOPSY SKIN SUBQ&/MUCOUS MEMBRANE EA ADDL LESN,$118.00 
98300019,HCPR BX SKIN SUBCUTANEOUS&/MUCOUS MEMBRANE 1 LESION,$198.00 
98300017,HCPR PARING/CUTTING BENIGN HYPERKERATOTIC LESION 2-4,$104.00 
98300016,HCPR PARING/CUTTING BENIGN HYPERKERATOTIC LESION 1,$71.00 
98300012,HCPR DEBRIDEMENT SUBCUTANEOUS TISSUE 20 SQ CM/<,$249.00 
98300009,HCPR PUNCTURE ASPIRATION ABSCESS HEMATOMA BULLA/CYST,$392.00 
98300007,HCPR INCISION & REMOVAL FOREIGN BODY SUBQ TISS SIMPLE,$426.00 
98300006,HCPR INCISION & DRAINAGE PILONIDAL CYST SIMPLE,$423.00 
98300005,HCPR INCISION & DRAINAGE ABSCESS COMPLICATED/MULTIPLE,$733.00 
98300004,HCPR INCISION & DRAINAGE ABSCESS SIMPLE/SINGLE,$401.00 
98300001,HCPR FINE NEEDLE ASPIRATION W/O IMAGING GUIDANCE,$277.00 
96100056,HCPR PSYCH - CONSULT - LEVEL 4,$605.00 
96100055,HCPR PSYCH - CONSULT - LEVEL 3,$376.00 
96100054,HCPR PSYCH - CONSULT - LEVEL 2,$269.00 
96100049,HCPR PSYCH - ESTAB PT - LEVEL 5 VISIT,$438.00 
96100048,HCPR PSYCH - ESTAB PT - LEVEL 4 VISIT,$310.00 
96100047,HCPR PSYCH - ESTAB PT - LEVEL 3 VISIT,$201.00 
96100046,HCPR PSYCH - ESTAB PT - LEVEL 2 VISIT,$100.00 
96100045,HCPR PSYCH - ESTAB PT - LEVEL 1 VISIT,$36.00 
96100044,HCPR PSYCH - NEW PT - LEVEL 5 VISIT,$687.00 
96100043,HCPR PSYCH - NEW PT - LEVEL 4 VISIT,$527.00 
96100042,HCPR PSYCH - NEW PT - LEVEL 3 VISIT,$312.00 
96100041,HCPR PSYCH - NEW PT - LEVEL 2 VISIT,$205.00 
96100040,HCPR OFFICE OUTPATIENT NEW 10 MINUTES - PSYCH,$109.00 
96100039,HCPR HLTH&BEHAVIOR ASSMT EA 15 MIN W/PT 1ST ASSMT,$82.00 
96100037,HCPR PSYCHOTHERAPY FOR CRISIS EACH ADDL 30 MINUTES,$242.00 
96100036,HCPR PSYCHOTHERAPY FOR CRISIS INITIAL 60 MINUTES,$507.00 
96100035,HCPR PSYCHOTHERAPY W/PATIENT W/E&M SRVCS 60 MIN,$423.00 
96100034,HCPR PSYCHOTHERAPY W/PATIENT 60 MINUTES,$486.00 
96100033,HCPR PSYCHOTHERAPY W/PATIENT W/E&M SRVCS 45 MIN,$320.00 
96100032,HCPR PSYCHOTHERAPY W/PATIENT 45 MINUTES,$323.00 
96100031,HCPR PSYCHOTHERAPY W/PATIENT W/E&M SRVCS 30 MIN,$252.00 
96100030,HCPR PSYCHOTHERAPY W/PATIENT 30 MINUTES,$242.00 
96100029,HCPR PSYCHIATRIC DIAGNOSTIC EVAL W/MEDICAL SERVICES,$551.00 
96100028,HCPR PSYCHIATRIC DIAGNOSTIC EVALUATION,$488.00 
96100027,HCPR PSYCHOTHERAPY COMPLEX INTERACTIVE,$53.00 
96100025,HCPR PSYCH - CONSULT NEW PT - LEVEL 5,$748.00 
96100024,HCPR PSYCH - CONSULT NEW PT - LEVEL 4,$605.00 
96100023,HCPR PSYCH - CONSULT NEW PT - LEVEL 3,$376.00 
96100020,HCPR HLTH&BEHAVIOR IVNTJ EA 15 MIN FAM W/O PT,$89.00 
96100019,HCPR HLTH&BEHAVIOR IVNTJ EA 15 MIN FAM W/PT,$74.00 
96100018,HCPR HLTH&BEHAVIOR IVNTJ EA 15 MIN GRP 2/>PTS,$16.00 
96100017,HCPR HLTH&BEHAVIOR IVNTJ EA 15 MIN INDIV,$75.00 
96100016,HCPR HLTH&BEHAVIOR ASSMT EA 15 MIN W/PT RE-ASSMT,$80.00 
96100015,HCPR NEUROPSYCHOLOG TESTING COMPUTER W/PROF I&R,$103.00 
96100014,HCPR NUROPSYC TSTG WPROF I&R ADMN BY TECH PR HR,$273.00 
96100013,HCPR NUROPSYC TESTING PR HR W/PT & INTERPJ TIME,$304.00 
96100012,HCPR NUBHVL STATUS XM PR HR W/PT INTERPJ&PREPJ,$337.00 
96100011,HCPR PSYCHOLOGICAL TESTING COMPUTER W/PROF I&R,$104.00 
96100010,HCPR PSYCHOLOGICAL TESTING ADMN BY TECH PR HR,$93.00 
96100009,HCPR PSYCHOLOGICAL TESTING PR HR WITH PATIENT,$306.00 
96100008,HCPR WADA ACTIVATION TEST HEMISPHERIC FUNCTION W/EEG,$903.00 
96100007,HCPR ENVIRONMENTAL IVNTJ MGMT PURPOSES PSYC PT,$330.00 
96100005,HCPR INDIV PSYCHOPHYS BIOFEED TRAIN W/PSYTX 45 MIN,$382.00 
96100004,HCPR INDIV PSYCHOPHYS BIOFEED TRAIN W/PSYTX 30 MIN,$241.00 
96100003,HCPR GROUP PSYCHOTHERAPY,$116.00 
96100002,HCPR FAMILY PSYCHOTHERAPY W/PATIENT PRESENT,$407.00 
96100001,HCPR FAMILY PSYCHOTHERAPY W/O PATIENT PRESENT,$392.00 
96000023,HCPR MD CERTIFICATION HHA PATIENT,$253.00 
96000022,HCPR MD RECERTIFICATION HHA PT,$195.00 
96000012,HCPR ELEC ALYS NSTIM PLS GEN CPLX DP BRN EA 30 MIN,$358.00 
96000011,HCPR ELEC ALYS NSTIM PLS GEN CPLX DP BRN 1ST HR,$765.00 
96000010,HCPR ELEC ALYS NSTIM PLS GEN CPLX CRNL NRV EA 30 MIN,$370.00 
96000009,HCPR ELEC ALYS NSTIM PLS GEN CPLX CRNL NRV 1ST HR,$654.00 
94000042,HC CMT EXTREMITY 1/>REGION,$110.00 
94000041,HC BWH LASER TREATMENT  VITILIGO OVER 500 SQ CM,"$1,554.00 "
94000031,HC OUTPATIENT CARDIAC REHAB W/CONT ECG MONITORING,$581.00 
94000028,HC GROUP MNT 2 OR MORE 30 MINS,$75.00 
94000027,HC MNT SUBS TX FOR CHANGE DX,$107.00 
94000026,HC DIAB MANAGE TRN IND/GROUP,$85.00 
94000025,HC DIAB MANAGE TRN  PER INDIV,$163.00 
94000024,HC PHYS/QHP EDUCATION SVCS RENDERED PTS GRP SETTING,$53.00 
94000020,HC MEDICAL NUTRITION THERAPY GRP2/ INDIV EA 30 MI,$73.00 
94000019,HC MEDICAL NUTRITION RE-ASSMT&IVNTJ INDIV EA 15 M,$151.00 
94000018,HC MEDICAL NUTRITION ASSMT&IVNTJ INDIV EACH 15 MI,$151.00 
94000017,HC PULMONARY REHAB W EXER,$463.00 
94000014,HC CHIROPRACTIC MANIPULATIVE TX SPINAL 3-4 REGIONS,$166.00 
94000013,HC CHIROPRACTIC MANIPULATIVE TX SPINAL 1-2 REGIONS,$116.00 
94000007,HC IRRIGAJ IMPLNTD VENOUS ACCESS DRUG DELIVERY SYST,$319.00 
94000005,HC REFILLING & MAINTENANCE PORTABLE PUMP,"$1,565.00 "
94000002,HC RFL&MAIN IMPLT PMP/RSVR DLVR SPI/BRN PHY/QHP,$431.00 
92000136,HC ALLG TSTG PERQ & IC VENOMS IMMED REACT W/ I&R,$109.00 
92000135,HC INGESTION CHALLENGE TEST EACH ADDL 60 MINUTES,$415.00 
92000134,HC INGESTION CHALLENGE TEST INITIAL 120 MINUTES,"$1,004.00 "
92000133,HC ALLG TEST PERQ & IC DRUG/BIOL IMMED REACT W/ I&R,$109.00 
92000131,HC VESSEL MAPPING HEMODIALYSIS ACCESS,"$1,575.00 "
92000130,HC CONTIN IOM OUTSIDE OR EA 15,$166.00 
92000127,HC IONM REMOTE/NEARBY/>1 PATIENT IN OR PER HOUR,$848.00 
92000126,HC IONM 1 ON 1 IN OR W/ATTENDANCE EACH 15 MINUTES,$200.00 
92000122,HC MOTOR &/SENS 13/> NRV CNDJ PRECONF ELTRODE LIMB,"$1,971.00 "
92000121,HC MOTOR &/SENS 11-12 NRV CNDJ PRECONF ELTRODE LIMB,"$1,702.00 "
92000120,HC MOTOR &/SENS 9-10 NRV CNDJ PRECONF ELTRODE LIMB,"$1,454.00 "
92000119,HC MOTOR &/SENS 7-8 NRV CNDJ PRECONF ELTRODE LIMB,"$1,207.00 "
92000118,HC MOTOR &/SENS 5-6 NRV CNDJ PRECONF ELTRODE LIMB,$902.00 
92000117,HC MOTOR &/SENS 3-4 NRV CNDJ PRECONF ELTRODE LIMB,$753.00 
92000116,HC MOTOR &/SENS 1-2 NRV CNDJ PRECONF ELTRODE LIMB,$620.00 
92000115,HC RAPID DESENSITIZATION PROCEDURE EACH HOUR,$606.00 
92000113,HC PREPJ& ALLERGEN IMMUNOTHERAPY 1/MLT ANTIGEN,$91.00 
92000112,HC PREPJ& ANTIGEN ALLERGEN IMMUNOTHERAPY 5 INSECT,$137.00 
92000111,HC PREPJ& ANTIGEN ALLERGEN IMMUNOTHERAPY 4 INSECT,$254.00 
92000110,HC PREPJ& ANTIGEN ALLERGEN IMMUNOTHERAPY 3 INSECT,$329.00 
92000109,HC PREPJ& ANTIGEN ALLERGEN IMMUNOTHERAPY 2 INSECT,$329.00 
